Date/Time,EURUSD,GBPUSD,EURGBP,AUDUSD,USDMXN,USDJPY
20110318,1.4182,1.6232,0.8735,0.99575,12.0451,80.575
20110321,1.42255,1.63095,0.87215,1.00625,11.984,81.005
20110322,1.41955,1.6364,0.8675,1.0102,11.9888,80.965
20110323,1.4087,1.6234,0.8677,1.0132,12.0202,80.91
20110324,1.41765,1.6121,0.87945,1.0211,11.9442,80.97
20110325,1.40875,1.6041,0.87815,1.02585,11.9889,81.33
20110328,1.4086,1.5992,0.8808,1.0243,11.9706,81.685
20110329,1.4113,1.6011,0.88135,1.0291,11.9531,82.47
20110330,1.41275,1.60715,0.87875,1.03275,11.9159,82.885
20110331,1.4157,1.6027,0.88325,1.03275,11.9021,83.125
20110401,1.4236,1.61095,0.8833,1.03825,11.8355,84.055
20110404,1.422,1.61295,0.88135,1.0363,11.845,84.05
20110405,1.4222,1.6296,0.87265,1.0329,11.8146,84.86
20110406,1.43315,1.63305,0.87745,1.0439,11.804,85.48
20110407,1.4307,1.6321,0.8764,1.0469,11.7718,84.905
20110408,1.4482,1.63785,0.88365,1.0563,11.7269,84.755
20110411,1.4435,1.6345,0.88305,1.0494,11.7468,84.595
20110412,1.44765,1.6256,0.89035,1.04365,11.8336,83.565
20110413,1.4442,1.6268,0.8876,1.0506,11.7726,83.83
20110414,1.4487,1.63515,0.8859,1.05415,11.71,83.495
20110415,1.4429,1.6324,0.8839,1.0567,11.6637,83.12
20110418,1.42325,1.6265,0.87485,1.05065,11.7473,82.645
20110419,1.4334,1.6314,0.8785,1.0524,11.6763,82.58
20110420,1.4522,1.6408,0.8849,1.0713,11.5883,82.555
20110421,1.4552,1.6521,0.88075,1.07455,11.6086,81.845
20110422,1.4561,1.65065,0.8816,1.0735,11.5996,81.845
20110425,1.45795,1.64975,0.88365,1.07195,11.5997,81.83
20110426,1.4643,1.64795,0.8883,1.07835,11.5737,81.55
20110427,1.4787,1.6627,0.88935,1.08725,11.5204,82.15
20110428,1.4822,1.66305,0.89105,1.0928,11.5541,81.53
20110429,1.48065,1.67045,0.8861,1.0969,11.4938,81.185
20110502,1.48295,1.66545,0.8905,1.0944,11.5226,81.215
20110503,1.4825,1.64865,0.8991,1.0845,11.5613,80.92
20110504,1.4827,1.6488,0.89915,1.0746,11.6425,80.615
20110505,1.4536,1.63865,0.88705,1.0578,11.7249,80.075
20110506,1.4314,1.6366,0.87465,1.07,11.6335,80.625
20110509,1.4365,1.64025,0.87555,1.08055,11.6085,80.35
20110510,1.4409,1.63625,0.88055,1.08365,11.5437,80.87
20110511,1.41915,1.6344,0.86815,1.07,11.6455,81.04
20110512,1.42455,1.62905,0.8743,1.0676,11.6238,80.935
20110513,1.41175,1.61955,0.87135,1.05725,11.7243,80.78
20110516,1.41555,1.61905,0.87425,1.05525,11.7662,80.785
20110517,1.42365,1.6251,0.8759,1.06265,11.7122,81.405
20110518,1.42485,1.6167,0.8812,1.0627,11.7017,81.675
20110519,1.431,1.6236,0.88135,1.0668,11.6217,81.605
20110520,1.416,1.62275,0.8722,1.06575,11.6375,81.68
20110523,1.4047,1.6121,0.87125,1.0504,11.743,82
20110524,1.40995,1.618,0.8713,1.0558,11.6913,81.945
20110525,1.4087,1.6273,0.86565,1.05305,11.6698,81.965
20110526,1.4144,1.64015,0.8622,1.0643,11.659,81.28
20110527,1.4318,1.6506,0.86685,1.0708,11.6013,80.79
20110530,1.42805,1.64725,0.86675,1.06895,11.5989,80.93
20110531,1.43955,1.6446,0.8752,1.0671,11.5662,81.515
20110601,1.43275,1.63325,0.87715,1.06135,11.7073,80.94
20110602,1.44905,1.63695,0.885,1.0669,11.6298,80.885
20110603,1.46335,1.64225,0.8908,1.07145,11.6617,80.27
20110606,1.4575,1.6355,0.891,1.0712,11.7434,80.095
20110607,1.46905,1.6443,0.8932,1.072,11.7543,80.09
20110608,1.45825,1.64025,0.8889,1.0623,11.8439,79.89
20110609,1.45095,1.6365,0.8864,1.06245,11.7708,80.36
20110610,1.4346,1.62235,0.8839,1.0536,11.9032,80.315
20110613,1.44125,1.63755,0.87995,1.06015,11.8572,80.235
20110614,1.44395,1.6369,0.8821,1.0685,11.7959,80.48
20110615,1.4178,1.61915,0.87545,1.0576,11.9129,80.945
20110616,1.42045,1.6158,0.87905,1.0558,11.949,80.61
20110617,1.43025,1.61895,0.883,1.0622,11.8999,80.03
20110620,1.4304,1.62005,0.8828,1.0581,11.8639,80.25
20110621,1.44105,1.6244,0.887,1.0605,11.7775,80.205
20110622,1.4355,1.6071,0.89305,1.0574,11.7899,80.29
20110623,1.4256,1.6005,0.89065,1.05235,11.8605,80.505
20110624,1.4186,1.59585,0.88875,1.0488,11.8955,80.395
20110627,1.42865,1.59885,0.89335,1.0443,11.8888,80.885
20110628,1.43705,1.5999,0.898,1.054,11.8036,81.115
20110629,1.44345,1.6062,0.8986,1.0682,11.7503,80.775
20110630,1.45015,1.60525,0.90325,1.07205,11.7091,80.56
20110701,1.45265,1.6071,0.90405,1.0769,11.605,80.82
20110704,1.45385,1.608,0.90365,1.0734,11.5839,80.79
20110705,1.44285,1.6059,0.89835,1.06925,11.6336,81.065
20110706,1.4318,1.6002,0.89455,1.0699,11.6244,80.91
20110707,1.4363,1.59715,0.89905,1.07755,11.5371,81.24
20110708,1.42645,1.60575,0.8882,1.0754,11.6242,80.575
20110711,1.4028,1.59055,0.8819,1.06555,11.7594,80.25
20110712,1.39755,1.59105,0.87835,1.0596,11.7885,79.235
20110713,1.4168,1.61045,0.8794,1.0758,11.6827,78.96
20110714,1.41425,1.6139,0.87615,1.0723,11.7193,79.13
20110715,1.41565,1.61295,0.8768,1.0643,11.7369,79.125
20110718,1.4112,1.60565,0.87875,1.0606,11.72,79.035
20110719,1.4155,1.61225,0.8778,1.07325,11.656,79.175
20110720,1.4215,1.6154,0.87985,1.07485,11.6479,78.77
20110721,1.4424,1.63305,0.88325,1.084,11.5901,78.29
20110722,1.43585,1.62985,0.8807,1.08495,11.6351,78.53
20110725,1.4376,1.62745,0.88325,1.08445,11.6421,78.285
20110726,1.4511,1.6405,0.88445,1.09555,11.623,77.875
20110727,1.43685,1.63285,0.8797,1.10225,11.6445,77.975
20110728,1.43335,1.6372,0.8753,1.1002,11.7084,77.67
20110729,1.4398,1.64235,0.87635,1.09955,11.7309,76.78
20110801,1.42495,1.62935,0.8744,1.097,11.7175,77.205
20110802,1.4204,1.6298,0.87135,1.07795,11.8421,77.14
20110803,1.43225,1.6426,0.87175,1.0754,11.8168,77.05
20110804,1.40905,1.62495,0.86685,1.0464,12.0488,78.88
20110805,1.4281,1.6389,0.87105,1.0441,11.9907,78.395
20110808,1.4177,1.63165,0.8688,1.0187,12.3228,77.755
20110809,1.43745,1.63145,0.88095,1.0351,12.039,76.955
20110810,1.4177,1.61315,0.8786,1.01765,12.539,76.85
20110811,1.424,1.6237,0.8769,1.0351,12.2681,76.835
20110812,1.4244,1.62745,0.875,1.0349,12.3069,76.705
20110815,1.44445,1.63875,0.8813,1.0506,12.2219,76.84
20110816,1.4407,1.64535,0.87545,1.0484,12.255,76.79
20110817,1.44255,1.6542,0.872,1.0548,12.1653,76.59
20110818,1.4332,1.65155,0.8677,1.0389,12.2589,76.58
20110819,1.43955,1.64635,0.8742,1.04055,12.2951,76.54
20110822,1.4358,1.64525,0.8726,1.04085,12.3547,76.79
20110823,1.44405,1.6494,0.8754,1.05255,12.3096,76.65
20110824,1.4414,1.63735,0.8803,1.04735,12.4778,76.975
20110825,1.43795,1.62805,0.88305,1.04305,12.5071,77.455
20110826,1.4498,1.63685,0.88565,1.0568,12.4436,76.655
20110829,1.45105,1.64065,0.88425,1.0656,12.4595,76.83
20110830,1.44415,1.62985,0.88595,1.0682,12.53,76.735
20110831,1.4369,1.62515,0.88415,1.07055,12.3284,76.66
20110901,1.4259,1.61785,0.88125,1.0721,12.286,76.925
20110902,1.4204,1.62165,0.8761,1.06445,12.4031,76.795
20110905,1.4097,1.61165,0.8747,1.05505,12.5333,76.885
20110906,1.39975,1.5941,0.8779,1.04835,12.5083,77.655
20110907,1.40975,1.599,0.88165,1.06605,12.4594,77.255
20110908,1.38825,1.5958,0.86975,1.05755,12.5071,77.495
20110909,1.3656,1.58805,0.8599,1.04695,12.6854,77.575
20110912,1.3678,1.586,0.8623,1.0345,12.841,77.205
20110913,1.3678,1.57785,0.86685,1.0311,12.88,76.94
20110914,1.37545,1.5769,0.87235,1.0281,12.9281,76.625
20110915,1.3877,1.57985,0.8781,1.03275,12.9393,76.695
20110916,1.3792,1.57875,0.87355,1.036,13.0371,76.785
20110919,1.36845,1.5702,0.87155,1.02205,13.1183,76.585
20110920,1.37015,1.5737,0.87035,1.02755,13.2274,76.445
20110921,1.35715,1.5498,0.8756,1.0042,13.6975,76.45
20110922,1.34635,1.53415,0.8775,0.97415,14.0884,76.23
20110923,1.34995,1.543,0.8728,0.9777,13.555,76.58
20110926,1.3532,1.5563,0.8693,0.9832,13.53,76.355
20110927,1.3582,1.5633,0.8689,0.99135,13.3629,76.81
20110928,1.35415,1.55775,0.86945,0.9781,13.5515,76.605
20110929,1.35965,1.56265,0.87,0.978,13.6955,76.83
20110930,1.33875,1.5583,0.8588,0.96605,13.8747,77.05
20111003,1.3176,1.5432,0.8537,0.9527,14.0282,76.625
20111004,1.33485,1.54845,0.8616,0.95725,13.746,76.8
20111005,1.33475,1.5459,0.8633,0.96575,13.5479,76.785
20111006,1.3437,1.5443,0.86985,0.97445,13.4031,76.715
20111007,1.3376,1.5556,0.85975,0.97675,13.4397,76.72
20111010,1.3642,1.56665,0.8707,0.9988,13.2319,76.67
20111011,1.3639,1.5576,0.87555,0.99515,13.3948,76.65
20111012,1.3791,1.5749,0.87555,1.0158,13.2835,77.26
20111013,1.37765,1.5765,0.87375,1.01905,13.4227,76.895
20111014,1.38815,1.58185,0.8772,1.0341,13.2356,77.215
20111017,1.3737,1.5744,0.8725,1.01575,13.4755,76.825
20111018,1.3751,1.57115,0.87515,1.02625,13.3738,76.815
20111019,1.376,1.5773,0.8723,1.02245,13.4531,76.805
20111020,1.37795,1.5789,0.8726,1.02295,13.6901,76.805
20111021,1.3894,1.59465,0.8705,1.0375,13.6641,76.28
20111024,1.39285,1.59965,0.87075,1.0473,13.3647,76.09
20111025,1.3907,1.6,0.86905,1.04265,13.5159,76.09
20111026,1.3906,1.5973,0.8706,1.03985,13.3954,76.17
20111027,1.41885,1.6097,0.8813,1.073,13.1251,75.94
20111028,1.41465,1.613,0.8775,1.0701,12.9977,75.81
20111031,1.3857,1.6086,0.8614,1.053,13.35,78.165
20111101,1.3703,1.59475,0.85925,1.0329,13.6049,78.36
20111102,1.3747,1.59485,0.86185,1.03465,13.5354,78.04
20111103,1.38225,1.604,0.8616,1.0416,13.3244,78.05
20111104,1.3791,1.6031,0.8602,1.0375,13.4811,78.23
20111107,1.3775,1.60555,0.8578,1.03795,13.4122,78.05
20111108,1.3833,1.6088,0.85965,1.0392,13.3305,77.725
20111109,1.3542,1.59145,0.85085,1.0142,13.671,77.81
20111110,1.3606,1.59355,0.85385,1.0154,13.5346,77.64
20111111,1.3747,1.6066,0.85535,1.0272,13.5042,77.125
20111114,1.3633,1.5911,0.8568,1.02045,13.5058,77.07
20111115,1.3539,1.58195,0.85555,1.0177,13.5946,77.03
20111116,1.3463,1.5729,0.8558,1.0083,13.642,77.055
20111117,1.34575,1.57545,0.85415,0.99985,13.7154,76.975
20111118,1.35235,1.5803,0.8557,1.00065,13.7247,76.865
20111121,1.3489,1.56405,0.8624,0.984,14.0125,76.88
20111122,1.3505,1.5632,0.8639,0.9833,13.9761,76.965
20111123,1.3342,1.5523,0.8593,0.9687,14.1745,77.305
20111124,1.3346,1.5495,0.86115,0.9734,14.1959,77.11
20111125,1.32375,1.54355,0.857,0.971,14.1853,77.715
20111128,1.3319,1.5508,0.8587,0.9904,14.0123,77.98
20111129,1.3316,1.5596,0.85365,1,13.8189,77.92
20111130,1.34455,1.57035,0.85615,1.0282,13.6211,77.615
20111201,1.3461,1.56875,0.8579,1.02425,13.6104,77.69
20111202,1.3392,1.5596,0.85855,1.0214,13.6238,77.96
20111205,1.34,1.5648,0.8562,1.0269,13.5243,77.815
20111206,1.34005,1.5599,0.8589,1.0245,13.4768,77.725
20111207,1.34115,1.57085,0.85365,1.02935,13.5084,77.67
20111208,1.334,1.56275,0.8535,1.0165,13.7066,77.635
20111209,1.33865,1.5666,0.8541,1.0218,13.5676,77.585
20111212,1.31875,1.5583,0.8462,1.00725,13.813,77.91
20111213,1.3036,1.5478,0.84195,1.0017,13.8653,77.99
20111214,1.29825,1.54655,0.83935,0.991,13.8852,78.07
20111215,1.30155,1.5513,0.83895,0.992,13.9132,77.85
20111216,1.3045,1.5545,0.83895,0.99815,13.8687,77.76
20111219,1.29975,1.54975,0.8385,0.9895,13.9105,78.04
20111220,1.3082,1.56605,0.8351,1.008,13.7819,77.885
20111221,1.3047,1.5673,0.83215,1.01025,13.8217,78.065
20111222,1.30505,1.56785,0.8325,1.0129,13.8176,78.165
20111223,1.30455,1.56065,0.83575,1.0148,13.8452,78.01
20111226,1.306,1.56285,0.83535,1.0168,13.8486,77.965
20111227,1.30695,1.56695,0.834,1.01565,14.0022,77.87
20111228,1.2941,1.5458,0.8371,1.00935,13.9777,77.935
20111229,1.2961,1.54135,0.8406,1.0137,13.9927,77.625
20111230,1.29575,1.55445,0.83325,1.0201,13.9463,76.88
20120102,1.2934,1.55125,0.8336,1.02325,13.9,76.885
20120103,1.3049,1.56475,0.83385,1.0377,13.6427,76.73
20120104,1.29425,1.562,0.82855,1.0368,13.6959,76.705
20120105,1.2788,1.54935,0.82525,1.02635,13.7568,77.11
20120106,1.2716,1.5424,0.82435,1.02395,13.7295,76.96
20120109,1.27645,1.54565,0.82565,1.0239,13.6916,76.815
20120110,1.27775,1.54825,0.82515,1.0314,13.6271,76.84
20120111,1.27065,1.5328,0.829,1.031,13.6019,76.85
20120112,1.2814,1.533,0.83575,1.0332,13.5225,76.755
20120113,1.26795,1.5317,0.82745,1.0321,13.5923,76.95
20120116,1.2666,1.5323,0.8265,1.0312,13.5455,76.775
20120117,1.2736,1.53335,0.83045,1.0376,13.4329,76.825
20120118,1.28635,1.5437,0.8331,1.04355,13.3064,76.825
20120119,1.2968,1.54865,0.8372,1.0419,13.2187,77.105
20120120,1.293,1.55735,0.8302,1.04835,13.1777,76.985
20120123,1.3014,1.55665,0.8359,1.05235,13.1671,77.02
20120124,1.30355,1.5625,0.83415,1.0492,13.1,77.665
20120125,1.3106,1.56565,0.837,1.0596,13.0172,77.77
20120126,1.31085,1.56885,0.8354,1.0631,12.9801,77.445
20120127,1.322,1.57275,0.8404,1.0657,12.9076,76.69
20120130,1.3143,1.57095,0.8365,1.05985,12.9753,76.34
20120131,1.3083,1.57585,0.8302,1.0621,13.0413,76.265
20120201,1.316,1.58325,0.83105,1.0704,12.8903,76.19
20120202,1.31435,1.58045,0.8315,1.07115,12.7983,76.215
20120203,1.3155,1.58115,0.8312,1.07685,12.6516,76.61
20120206,1.31295,1.58215,0.82975,1.07265,12.6643,76.545
20120207,1.32605,1.5895,0.8341,1.0807,12.6712,76.76
20120208,1.326,1.58165,0.83825,1.0798,12.7163,77.035
20120209,1.32855,1.5817,0.8399,1.0785,12.6696,77.66
20120210,1.3197,1.5752,0.83755,1.0672,12.7927,77.595
20120213,1.31865,1.57655,0.83635,1.0731,12.6961,77.57
20120214,1.31335,1.56895,0.83675,1.06905,12.7563,78.43
20120215,1.3066,1.56915,0.83255,1.06955,12.8763,78.43
20120216,1.313,1.5798,0.8311,1.0754,12.814,78.93
20120217,1.3139,1.5822,0.8299,1.0705,12.7554,79.55
20120220,1.3244,1.58485,0.83535,1.07545,12.6834,79.63
20120221,1.3233,1.5777,0.8388,1.0662,12.7883,79.74
20120222,1.3248,1.5667,0.8455,1.0637,12.8411,80.295
20120223,1.33725,1.57435,0.84925,1.0716,12.8189,79.995
20120224,1.3448,1.58685,0.8468,1.06915,12.8995,81.18
20120227,1.33965,1.5822,0.84665,1.07575,12.8881,80.605
20120228,1.3458,1.59,0.84635,1.0766,12.8428,80.455
20120229,1.33245,1.59135,0.83715,1.0731,12.8603,81.145
20120301,1.33105,1.59545,0.8341,1.08085,12.7209,81.11
20120302,1.3197,1.5833,0.8333,1.07315,12.7581,81.805
20120305,1.3216,1.58625,0.833,1.06705,12.8316,81.555
20120306,1.3112,1.57155,0.83425,1.0552,12.9947,80.89
20120307,1.3149,1.5741,0.8353,1.0583,12.8704,81.085
20120308,1.32735,1.58295,0.8384,1.06425,12.6762,81.545
20120309,1.31225,1.5673,0.83715,1.0575,12.6386,82.455
20120312,1.31545,1.56405,0.84095,1.05155,12.6586,82.23
20120313,1.30835,1.57035,0.833,1.0553,12.5565,82.95
20120314,1.3032,1.56745,0.8313,1.0453,12.7209,83.725
20120315,1.30795,1.571,0.83245,1.05245,12.6541,83.57
20120316,1.31735,1.5839,0.83135,1.0589,12.6676,83.435
20120319,1.3238,1.5892,0.83285,1.0607,12.6423,83.345
20120320,1.3225,1.58615,0.83355,1.04795,12.6475,83.7
20120321,1.32155,1.58715,0.83255,1.0458,12.7032,83.4
20120322,1.32005,1.58185,0.8343,1.03875,12.8057,82.525
20120323,1.3269,1.5867,0.836,1.04665,12.7465,82.325
20120326,1.3358,1.597,0.8363,1.0533,12.6624,82.815
20120327,1.33135,1.595,0.83465,1.046,12.7,83.17
20120328,1.33165,1.5887,0.8381,1.03885,12.7532,82.89
20120329,1.3302,1.59575,0.83345,1.0383,12.7932,82.455
20120330,1.33405,1.601,0.833,1.0347,12.8029,82.855
20120402,1.33195,1.6023,0.8312,1.0418,12.7242,82.07
20120403,1.3233,1.5911,0.83155,1.033,12.7613,82.805
20120404,1.31415,1.58885,0.827,1.02685,12.7803,82.45
20120405,1.3065,1.5827,0.8252,1.02985,12.8681,82.36
20120406,1.3093,1.58735,0.8243,1.03085,12.979,81.63
20120409,1.31055,1.58915,0.8245,1.0312,12.9688,81.485
20120410,1.30815,1.58615,0.8246,1.025,13.1585,80.67
20120411,1.31095,1.59065,0.82415,1.02995,13.1604,80.86
20120412,1.31875,1.5958,0.8262,1.04395,13.0269,80.885
20120413,1.30775,1.5845,0.82495,1.03715,13.1725,80.915
20120416,1.3141,1.5899,0.8264,1.03555,13.211,80.405
20120417,1.3126,1.59235,0.8242,1.0389,13.1037,80.84
20120418,1.31225,1.60215,0.81895,1.0358,13.1803,81.245
20120419,1.3137,1.6052,0.8183,1.033,13.1965,81.6
20120420,1.32185,1.61225,0.81965,1.03795,13.0988,81.515
20120423,1.31565,1.613,0.8155,1.03185,13.1713,81.175
20120424,1.31965,1.6143,0.8172,1.03145,13.1546,81.315
20120425,1.32165,1.61615,0.81765,1.03525,13.1558,81.34
20120426,1.3218,1.61845,0.81675,1.0389,13.1715,80.99
20120427,1.3253,1.62635,0.81465,1.0471,12.9673,80.26
20120430,1.32385,1.6233,0.8154,1.04285,13.0065,79.82
20120501,1.32365,1.62205,0.81595,1.03335,12.9089,80.09
20120502,1.3158,1.6199,0.8122,1.03325,12.9354,80.135
20120503,1.3152,1.61765,0.8129,1.02645,12.9993,80.18
20120504,1.30835,1.6146,0.80995,1.01775,13.1605,79.84
20120507,1.305,1.61895,0.80605,1.01965,13.1565,79.91
20120508,1.30055,1.6157,0.80485,1.01205,13.3653,79.865
20120509,1.29285,1.6127,0.8016,1.005,13.5005,79.635
20120510,1.29355,1.6144,0.80115,1.00805,13.5109,79.925
20120511,1.2917,1.6071,0.8037,1.00185,13.569,79.91
20120514,1.28225,1.60905,0.79675,0.99575,13.7313,79.845
20120515,1.2729,1.59925,0.7959,0.9936,13.8335,80.18
20120516,1.27155,1.59095,0.7992,0.9913,13.7653,80.325
20120517,1.2698,1.57955,0.80375,0.9887,13.8395,79.27
20120518,1.2779,1.5809,0.80795,0.98445,13.8035,79.005
20120521,1.2817,1.58345,0.80935,0.99145,13.6911,79.305
20120522,1.26835,1.576,0.8048,0.981,13.9015,79.96
20120523,1.25815,1.5691,0.8019,0.9746,13.982,79.475
20120524,1.2532,1.5668,0.79985,0.97625,14.0112,79.595
20120525,1.25155,1.5664,0.79905,0.9757,14.0237,79.675
20120528,1.2541,1.56805,0.79965,0.9852,13.9438,79.465
20120529,1.2502,1.56405,0.7991,0.9847,13.8789,79.485
20120530,1.23665,1.5477,0.79885,0.97045,14.141,79.07
20120531,1.2365,1.54045,0.8026,0.97335,14.3743,78.31
20120601,1.24335,1.53605,0.80925,0.9695,14.3091,78.005
20120604,1.24985,1.53825,0.8124,0.9727,14.2222,78.35
20120605,1.2452,1.5381,0.80945,0.97405,14.2157,78.75
20120606,1.25805,1.5495,0.8118,0.9927,14.0224,79.19
20120607,1.256,1.5526,0.80885,0.98935,14.0657,79.62
20120608,1.2518,1.5472,0.8089,0.99135,13.9177,79.48
20120611,1.24825,1.5484,0.80595,0.9863,14.0931,79.43
20120612,1.2503,1.55685,0.80295,0.9958,13.9739,79.52
20120613,1.2557,1.5505,0.80985,0.99325,14.039,79.48
20120614,1.26325,1.55615,0.81175,1.0024,13.8947,79.345
20120615,1.2639,1.5713,0.80405,1.008,13.9189,78.69
20120618,1.25755,1.5665,0.80255,1.0124,13.8293,79.11
20120619,1.2685,1.57235,0.8065,1.01885,13.6825,78.95
20120620,1.2707,1.57155,0.8083,1.01945,13.703,79.53
20120621,1.25395,1.5591,0.8041,1.0033,13.921,80.275
20120622,1.25685,1.5581,0.80635,1.0062,13.8589,80.415
20120625,1.2504,1.55725,0.80285,1.00095,13.919,79.66
20120626,1.24915,1.5641,0.79855,1.0064,13.7585,79.505
20120627,1.24685,1.5567,0.80095,1.00795,13.5607,79.725
20120628,1.2443,1.5517,0.8019,1.00445,13.6157,79.45
20120629,1.26655,1.5704,0.8063,1.02395,13.3545,79.78
20120702,1.25785,1.5692,0.8015,1.02475,13.3374,79.505
20120703,1.26075,1.5688,0.80355,1.0282,13.3302,79.79
20120704,1.25255,1.55865,0.80305,1.0274,13.33,79.87
20120705,1.2391,1.5525,0.79805,1.0287,13.4164,79.905
20120706,1.22845,1.5486,0.79315,1.0213,13.385,79.64
20120709,1.23125,1.5525,0.793,1.02075,13.3498,79.555
20120710,1.22495,1.55185,0.7893,1.0191,13.3719,79.42
20120711,1.2238,1.5501,0.78935,1.02515,13.3033,79.755
20120712,1.2203,1.5427,0.7909,1.01385,13.458,79.305
20120713,1.2249,1.5575,0.7864,1.02255,13.2882,79.18
20120716,1.22725,1.5635,0.7848,1.0248,13.215,78.865
20120717,1.2294,1.56525,0.7852,1.0316,13.1556,79.055
20120718,1.22825,1.56525,0.7846,1.03625,13.1671,78.8
20120719,1.22805,1.57235,0.78085,1.0427,13.2219,78.585
20120720,1.21555,1.5621,0.77805,1.03775,13.3607,78.47
20120723,1.2117,1.5506,0.78125,1.02585,13.5848,78.385
20120724,1.2059,1.5505,0.77785,1.02195,13.7095,78.2
20120725,1.21575,1.5498,0.78435,1.03075,13.5944,78.16
20120726,1.2283,1.5685,0.78295,1.03965,13.4064,78.205
20120727,1.23225,1.5746,0.78215,1.0484,13.2366,78.455
20120730,1.226,1.57095,0.78045,1.0502,13.2615,78.175
20120731,1.2304,1.5676,0.78465,1.0503,13.3243,78.11
20120801,1.2225,1.5535,0.7869,1.04605,13.3813,78.43
20120802,1.218,1.5514,0.7851,1.04635,13.3524,78.24
20120803,1.2385,1.5637,0.7917,1.05685,13.1301,78.44
20120806,1.24005,1.56015,0.7947,1.05685,13.1925,78.24
20120807,1.2399,1.5621,0.79365,1.0554,13.2217,78.6
20120808,1.2365,1.56565,0.78975,1.0574,13.1419,78.435
20120809,1.23055,1.56385,0.78695,1.05795,13.082,78.56
20120810,1.2288,1.5686,0.7832,1.0575,13.0811,78.255
20120813,1.2332,1.56845,0.7862,1.0518,13.1487,78.315
20120814,1.23215,1.5677,0.7859,1.0488,13.1786,78.735
20120815,1.229,1.5683,0.78355,1.05045,13.1325,78.99
20120816,1.23555,1.57315,0.7853,1.051,13.172,79.345
20120817,1.2333,1.56935,0.78565,1.04185,13.1213,79.56
20120820,1.23455,1.5709,0.7858,1.04445,13.1033,79.42
20120821,1.2472,1.57825,0.79,1.0486,13.1424,79.28
20120822,1.25285,1.588,0.7888,1.05045,13.0732,78.575
20120823,1.2563,1.586,0.7921,1.04405,13.1606,78.49
20120824,1.25125,1.58085,0.79115,1.04025,13.1676,78.67
20120827,1.2499,1.57935,0.79135,1.0368,13.1909,78.74
20120828,1.25645,1.5818,0.79415,1.03765,13.1885,78.505
20120829,1.25295,1.5832,0.7914,1.0351,13.3027,78.705
20120830,1.2506,1.5785,0.79225,1.02885,13.3457,78.615
20120831,1.2578,1.58635,0.7929,1.03215,13.1888,78.38
20120903,1.2592,1.5884,0.79255,1.0245,13.1835,78.255
20120904,1.2566,1.587,0.7917,1.02245,13.1754,78.405
20120905,1.26,1.59015,0.7923,1.01935,13.1153,78.39
20120906,1.26305,1.59315,0.7927,1.02825,13.0569,78.86
20120907,1.28165,1.601,0.8005,1.03835,12.9757,78.25
20120910,1.27585,1.59895,0.7979,1.03345,13.0825,78.28
